algorithm,search_method,params,total_profit,average_daily_profit,pct_of_upper,rank
ucb,random,"{""c"": 28117.69, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 471.49, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 828.64, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 24420.53, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 2223.0, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 37275.94, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 42919.34, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 115.14, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 2223.0, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 132.57, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 4498.43, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 2559.55, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 12067.93, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 49417.13, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 268.27, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 2559.55, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 75431.2, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 3906.94, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 1098.54, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 18420.7, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 954.1, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 115.14, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 42919.34, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 2223.0, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 100000.0, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 1098.54, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
ucb,random,"{""c"": 3393.22, ""optimistic_init"": 0.0}",2782871.0,89770.03225806452,69.31306398866232,1
